song_id,name,difficulty,level,unofficial_diff
19019-5-0,"LAX5 feat. Ryota Yoshinari",HYPER,9,9.3
19019-7-0,"LAX5 feat. Ryota Yoshinari",ANOTHER,10,10.7
19020-7-0,"Liquid Crystal Girl feat. echo",ANOTHER,9,9.3
19021-5-0,"LOVE B.B.B",HYPER,8,8.0
19021-7-0,"LOVE B.B.B",ANOTHER,10,10.5
19022-5-0,"Lucky Days",HYPER,8,8.0
19022-7-0,"Lucky Days",ANOTHER,10,10.2
19023-5-0,"Mermaid girl -秋葉工房MIX-",HYPER,7,7.0
19023-7-0,"Mermaid girl -秋葉工房MIX-",ANOTHER,9,9.3
19024-5-0,"Miami Sunset Drive",HYPER,7,7.5
19024-7-0,"Miami Sunset Drive",ANOTHER,10,10.5
19025-5-0,Phoenix,HYPER,8,8.0
19025-7-0,Phoenix,ANOTHER,11,11.0
19025-9-0,Phoenix,LEGGENDARIA,12,12.7
19026-5-0,prompt,HYPER,8,8.5
19026-7-0,prompt,ANOTHER,11,11.8
19027-5-0,"Quick Silver",HYPER,9,9.3
19027-7-0,"Quick Silver",ANOTHER,11,11.6
19028-5-0,"Release The Music",HYPER,7,7.0
19028-7-0,"Release The Music",ANOTHER,10,10.2
19029-7-0,"Round and Round",ANOTHER,10,10.5
19030-5-0,"Session 12 -Esther-",HYPER,10,10.5
19030-7-0,"Session 12 -Esther-",ANOTHER,12,12.1
19031-5-0,"Several Words",HYPER,8,7.5
19031-7-0,"Several Words",ANOTHER,10,10.5
19032-5-0,"Snow Goose",HYPER,9,9.6
19032-7-0,"Snow Goose",ANOTHER,11,11.6
19033-5-0,"Star Trail",HYPER,7,7.0
19033-7-0,"Star Trail",ANOTHER,10,11.0
19033-9-0,"Star Trail",LEGGENDARIA,11,11.8
19034-5-0,Thunderbolt,HYPER,9,8.5
19034-7-0,Thunderbolt,ANOTHER,11,11.4
19035-5-0,Voxane,HYPER,7,7.0
19035-7-0,Voxane,ANOTHER,9,10.0
19036-5-0,"Yellow Sunrise",HYPER,8,8.5
19036-7-0,"Yellow Sunrise",ANOTHER,11,11.8
19037-5-0,"24th Century BOY",HYPER,9,9.3
19037-7-0,"24th Century BOY",ANOTHER,11,11.6
19038-5-0,"蛇神",HYPER,8,9.0
19038-7-0,"蛇神",ANOTHER,11,11.6
19039-7-0,"陽炎",ANOTHER,10,10.5
19040-5-0,"君のハートにロックオン",HYPER,8,8.0
19040-7-0,"君のハートにロックオン",ANOTHER,12,12.5
19041-5-0,"恋する☆宇宙戦争っ！！",HYPER,8,7.5
19041-7-0,"恋する☆宇宙戦争っ！！",ANOTHER,12,12.0
19041-9-0,"恋する☆宇宙戦争っ！！",LEGGENDARIA,12,12.4
19042-5-0,"衰色小町メランコリア",HYPER,7,6.5
19042-7-0,"衰色小町メランコリア",ANOTHER,10,10.5
19043-5-0,"ユミル",HYPER,8,8.0
19043-7-0,"ユミル",ANOTHER,11,11.8
19044-5-0,SHADE,HYPER,10,10.0
19044-7-0,SHADE,ANOTHER,11,11.4
19045-5-0,DIAVOLO,HYPER,10,10.5
19045-7-0,DIAVOLO,ANOTHER,12,12.5
19046-5-0,"SA.YO.NA.RA. SUPER STAR",HYPER,9,8.5
19046-7-0,"SA.YO.NA.RA. SUPER STAR",ANOTHER,11,11.8
19047-5-0,"Snake Stick",HYPER,10,10.5
19047-7-0,"Snake Stick",ANOTHER,12,12.2
19048-5-0,"Trust -MATERIAL ver- (IIDX Edition)",HYPER,8,8.0
19048-7-0,"Trust -MATERIAL ver- (IIDX Edition)",ANOTHER,10,10.7
19049-5-0,"WONDER WALKER",HYPER,9,9.0
19049-7-0,"WONDER WALKER",ANOTHER,12,12.2
19050-5-0,"yellow head joe",HYPER,9,9.3
19050-7-0,"yellow head joe",ANOTHER,12,12.0
19051-5-0,"The Sampling Paradise",HYPER,10,10.7
19051-7-0,"The Sampling Paradise",ANOTHER,12,12.4
19052-5-0,Scharfrichter,HYPER,9,9.0
19052-7-0,Scharfrichter,ANOTHER,11,11.6
19053-5-0,"In the Blackest Den",HYPER,8,8.5
19053-7-0,"In the Blackest Den",ANOTHER,11,11.6
19054-5-0,"聖人の塔",HYPER,10,10.7
19054-7-0,"聖人の塔",ANOTHER,12,12.4
19055-5-0,Todestrieb,HYPER,9,9.3
19055-7-0,Todestrieb,ANOTHER,12,12.4
19056-5-0,NNRT,HYPER,10,10.5
19056-7-0,NNRT,ANOTHER,12,12.2
19057-5-0,"The Limbo",HYPER,10,10.7
19057-7-0,"The Limbo",ANOTHER,12,12.5
19057-9-0,"The Limbo",LEGGENDARIA,12,12.7
19058-5-0,YAKSHA,HYPER,11,11.0
19058-7-0,YAKSHA,ANOTHER,12,12.4
19059-5-0,"天空の夜明け",HYPER,11,11.4
19059-7-0,"天空の夜明け",ANOTHER,12,12.6
19060-5-0,"突撃！ガラスのニーソ姫！",HYPER,8,8.0
19060-7-0,"突撃！ガラスのニーソ姫！",ANOTHER,10,10.7
19061-5-0,RESISTANCE,HYPER,7,7.0
19061-7-0,RESISTANCE,ANOTHER,10,10.5
19062-5-0,"LETHEBOLG ～双神威に斬り咲けり～",HYPER,8,8.5
19062-7-0,"LETHEBOLG ～双神威に斬り咲けり～",ANOTHER,10,10.2
19063-5-0,532nm,HYPER,7,7.5
19063-7-0,532nm,ANOTHER,11,11.8
19064-5-0,"ビューティフルレシート",HYPER,9,8.5
19064-7-0,"ビューティフルレシート",ANOTHER,11,11.6
19065-5-0,"Flip Flap",HYPER,7,7.5
19065-7-0,"Flip Flap",ANOTHER,10,10.2
19066-5-0,"Castle on the Moon",HYPER,9,8.5
19066-7-0,"Castle on the Moon",ANOTHER,11,12.0
19067-5-0,"TITANS RETURN",HYPER,8,8.0
19067-7-0,"TITANS RETURN",ANOTHER,11,11.2
19067-9-0,"TITANS RETURN",LEGGENDARIA,12,12.5
19068-5-0,"quaver♪",HYPER,9,9.3
19068-7-0,"quaver♪",ANOTHER,12,12.4
19069-5-0,HAERETICUS,HYPER,10,10.2
19069-7-0,HAERETICUS,ANOTHER,12,12.3
20001-5-0,"405nm (Ryu☆mix)",HYPER,9,8.5
20001-7-0,"405nm (Ryu☆mix)",ANOTHER,11,11.0
20002-5-0,Ascalon,HYPER,9,9.3
20002-7-0,Ascalon,ANOTHER,11,11.6
20003-5-0,"BLUE STRAGGLER",HYPER,8,8.5
20003-7-0,"BLUE STRAGGLER",ANOTHER,10,10.7
20004-5-0,"Breaking Dawn feat. NO+CHIN, AYANO",HYPER,8,8.0
20004-7-0,"Breaking Dawn feat. NO+CHIN, AYANO",ANOTHER,11,11.4
20005-7-0,connective,ANOTHER,8,8.5
20006-5-0,"Deceive Your Insight",HYPER,9,9.0
20006-7-0,"Deceive Your Insight",ANOTHER,11,11.6
20007-5-0,"Devilz Staircase",HYPER,10,9.6
20007-7-0,"Devilz Staircase",ANOTHER,12,12.3
20008-5-0,"Echo Of Forever",HYPER,7,6.5
20008-7-0,"Echo Of Forever",ANOTHER,10,10.0
20009-5-0,FLOWER,HYPER,9,9.0
20009-7-0,FLOWER,ANOTHER,12,12.1
20010-5-0,"Fly you to the star",HYPER,8,8.0
20010-7-0,"Fly you to the star",ANOTHER,11,11.4
20011-5-0,"GRADIUS 2012",HYPER,8,8.0
20011-7-0,"GRADIUS 2012",ANOTHER,11,11.2
20012-5-0,Howling,HYPER,7,7.0
20012-7-0,Howling,ANOTHER,10,10.0
20012-9-0,Howling,LEGGENDARIA,11,11.2
20013-7-0,"I know You know",ANOTHER,9,8.5
20014-5-0,ILIAS,HYPER,8,8.5
20014-7-0,ILIAS,ANOTHER,10,11.0
20015-5-0,"Illegal Function Call",HYPER,10,10.2
20015-7-0,"Illegal Function Call",ANOTHER,11,12.0
20015-9-0,"Illegal Function Call",LEGGENDARIA,12,12.7
20016-5-0,"In Heaven",HYPER,7,7.0
20016-7-0,"In Heaven",ANOTHER,9,9.3
20017-5-0,Liberation,HYPER,10,10.0
20017-7-0,Liberation,ANOTHER,12,11.8
20018-5-0,"Light and Cyber･･･",HYPER,9,9.3
20018-7-0,"Light and Cyber･･･",ANOTHER,11,12.0
20019-5-0,"Little Star",HYPER,8,8.0
20019-7-0,"Little Star",ANOTHER,12,12.0
20020-7-0,"LUV CAN SAVE U",ANOTHER,10,10.5
20020-9-0,"LUV CAN SAVE U",LEGGENDARIA,11,11.2
20021-5-0,Neonlights,HYPER,10,10.0
20021-7-0,Neonlights,ANOTHER,11,11.2
20022-5-0,"POINT ZERO",HYPER,7,8.0
20022-7-0,"POINT ZERO",ANOTHER,10,10.7
20023-5-0,portal,HYPER,7,7.5
20023-7-0,portal,ANOTHER,9,9.6
20024-5-0,"Präludium",HYPER,8,8.0
20024-7-0,"Präludium",ANOTHER,11,11.2
20025-5-0,Re:GENERATION,HYPER,8,8.5
20025-7-0,Re:GENERATION,ANOTHER,11,11.4
20026-5-0,"Shining World",HYPER,7,7.0
20026-7-0,"Shining World",ANOTHER,9,9.3
20027-5-0,"Spinning Around",HYPER,8,8.5
20027-7-0,"Spinning Around",ANOTHER,10,10.7
20028-5-0,"Take My Life",HYPER,9,9.3
20028-7-0,"Take My Life",ANOTHER,11,11.8
20029-5-0,"To my star",HYPER,7,7.0
20029-7-0,"To my star",ANOTHER,9,9.0
20030-7-0,"YELLOW FROG from Steel Chronicle",ANOTHER,10,10.5
20031-5-0,ZED,HYPER,8,8.0
20031-7-0,ZED,ANOTHER,11,11.6
20032-5-0,"下弦の月",HYPER,7,7.5
20032-7-0,"下弦の月",ANOTHER,9,9.6
20033-5-0,"狂イ咲ケ焔ノ華",HYPER,10,10.0
20033-7-0,"狂イ咲ケ焔ノ華",ANOTHER,12,12.1
20034-5-0,"メイメツ、フラグメンツ",HYPER,7,6.5
20034-7-0,"メイメツ、フラグメンツ",ANOTHER,11,11.2
20035-5-0,"Sol Cosine Job 2",HYPER,11,11.8
20035-7-0,"Sol Cosine Job 2",ANOTHER,12,12.3
20036-5-0,"New Decade IIDX Edition",HYPER,9,9.0
20036-7-0,"New Decade IIDX Edition",ANOTHER,11,11.6
20037-5-0,SYNC-ANTHEM,HYPER,10,10.5
20037-7-0,SYNC-ANTHEM,ANOTHER,12,12.2
20038-5-0,"ΕΛΠΙΣ",HYPER,10,10.2
20038-7-0,"ΕΛΠΙΣ",ANOTHER,12,12.1
20038-9-0,"ΕΛΠΙΣ",LEGGENDARIA,12,12.4
20039-5-0,"rumrum triplets",HYPER,10,10.2
20039-7-0,"rumrum triplets",ANOTHER,12,11.8
20040-5-0,S!ck,HYPER,9,9.0
20040-7-0,S!ck,ANOTHER,11,11.6
20041-5-0,CONCEPTUAL,HYPER,8,7.5
20041-7-0,CONCEPTUAL,ANOTHER,11,11.2
20042-5-0,"Thor's Hammer",HYPER,10,9.6
20042-7-0,"Thor's Hammer",ANOTHER,12,12.5
20043-5-0,"Plan 8",HYPER,10,10.0
20043-7-0,"Plan 8",ANOTHER,12,12.3
20044-5-0,neu,HYPER,10,9.6
20044-7-0,neu,ANOTHER,12,12.4
20045-5-0,"Hollywood Galaxy",HYPER,9,9.6
20045-7-0,"Hollywood Galaxy",ANOTHER,12,12.2
20046-5-0,JOMANDA,HYPER,10,10.5
20046-7-0,JOMANDA,ANOTHER,12,12.2
20047-5-0,"仮想空間の旅人たち",HYPER,8,8.0
20047-7-0,"仮想空間の旅人たち",ANOTHER,11,11.4
20047-9-0,"仮想空間の旅人たち",LEGGENDARIA,12,12.3
20048-7-0,"8bit Princess",ANOTHER,10,10.0
20049-5-0,"トリカゴノ鳳凰",HYPER,9,9.3
20049-7-0,"トリカゴノ鳳凰",ANOTHER,12,12.0
20050-5-0,planarian,HYPER,8,8.5
20050-7-0,planarian,ANOTHER,11,11.4
20051-5-0,Tp-RZ,HYPER,7,7.5
20051-7-0,Tp-RZ,ANOTHER,10,10.5
20052-5-0,"龍と少女とデコヒーレンス",HYPER,9,8.5
20052-7-0,"龍と少女とデコヒーレンス",ANOTHER,11,11.6
20052-9-0,"龍と少女とデコヒーレンス",LEGGENDARIA,12,12.3
20053-5-0,"Proof of the existence",HYPER,10,10.2
20053-7-0,"Proof of the existence",ANOTHER,12,12.4
20054-5-0,"DAY DREAM",HYPER,10,9.0
20054-7-0,"DAY DREAM",ANOTHER,12,12.2
20055-5-0,"Timepiece phase II",HYPER,11,11.2
20055-7-0,"Timepiece phase II",ANOTHER,12,12.4
20056-5-0,"Timepiece phase II (CN Ver.)",HYPER,11,11.0
20056-7-0,"Timepiece phase II (CN Ver.)",ANOTHER,12,12.4
20057-5-0,"Rainbow after snow",HYPER,8,7.5
20057-7-0,"Rainbow after snow",ANOTHER,10,10.5
20058-5-0,"Beastie Starter",HYPER,7,8.0
20058-7-0,"Beastie Starter",ANOTHER,11,11.4
20059-5-0,"アストライアの双皿",HYPER,9,9.6
20059-7-0,"アストライアの双皿",ANOTHER,12,12.3
20060-5-0,"†渚の小悪魔ラヴリィ～レイディオ† (IIDX EDIT)",HYPER,9,9.0
20060-7-0,"†渚の小悪魔ラヴリィ～レイディオ† (IIDX EDIT)",ANOTHER,12,12.7
20061-5-0,"Holy Snow",HYPER,10,10.2
20061-7-0,"Holy Snow",ANOTHER,12,12.0
20062-5-0,"True Blue",HYPER,10,10.5
20062-7-0,"True Blue",ANOTHER,12,12.1
20063-5-0,Confiserie,HYPER,10,10.5
20063-7-0,Confiserie,ANOTHER,12,12.6
20064-5-0,"BRAVE GLOW",HYPER,8,8.5
20064-7-0,"BRAVE GLOW",ANOTHER,10,10.2
20065-5-0,VEGA,HYPER,9,9.3
20065-7-0,VEGA,ANOTHER,11,11.6
20066-5-0,"カジノファイヤーことみちゃん",HYPER,8,7.5
20066-7-0,"カジノファイヤーことみちゃん",ANOTHER,12,12.1
20067-5-0,"New Lights",HYPER,9,8.5
20067-7-0,"New Lights",ANOTHER,10,10.2
20068-5-0,Fractal,HYPER,10,10.0
20068-7-0,Fractal,ANOTHER,12,12.0
20069-5-0,"即席！脳直★ミュージックシステム",HYPER,9,9.3
20069-7-0,"即席！脳直★ミュージックシステム",ANOTHER,12,12.0
20070-5-0,"キャトられ恋はモ～モク",HYPER,10,10.5
20070-7-0,"キャトられ恋はモ～モク",ANOTHER,12,12.4
20071-5-0,"創世ノート",HYPER,9,9.3
20071-7-0,"創世ノート",ANOTHER,11,11.2
20072-5-0,"ラキラキ",HYPER,8,8.5
20072-7-0,"ラキラキ",ANOTHER,10,10.7
20073-5-0,"晴天Bon Voyage",HYPER,7,6.5
20073-7-0,"晴天Bon Voyage",ANOTHER,9,9.3
20074-5-0,Empathetic,HYPER,8,8.0
20074-7-0,Empathetic,ANOTHER,11,11.2
20075-5-0,"Synergy For Angels",HYPER,8,8.0
20075-7-0,"Synergy For Angels",ANOTHER,11,11.4
20076-5-0,GAIA,HYPER,10,10.2
20076-7-0,GAIA,ANOTHER,12,12.3
20077-5-0,"虹色の花",HYPER,8,8.0
20077-7-0,"虹色の花",ANOTHER,11,11.4
20078-5-0,STULTI,HYPER,10,10.7
20078-7-0,STULTI,ANOTHER,12,12.5
20079-5-0,"お米の美味しい炊き方、そしてお米を食べることによるその効果。",HYPER,9,9.0
20079-7-0,"お米の美味しい炊き方、そしてお米を食べることによるその効果。",ANOTHER,10,10.2
20079-9-0,"お米の美味しい炊き方、そしてお米を食べることによるその効果。",LEGGENDARIA,12,12.5
20080-5-0,"Elemental Creation",HYPER,10,10.5
20080-7-0,"Elemental Creation",ANOTHER,12,12.6
20081-5-0,SHION,HYPER,7,7.5
20081-7-0,SHION,ANOTHER,11,11.4
20082-5-0,"梅雪夜",HYPER,8,8.5
20082-7-0,"梅雪夜",ANOTHER,10,10.0
20083-5-0,"音楽",HYPER,10,9.6
20083-7-0,"音楽",ANOTHER,12,12.2
20084-5-0,"examination leave",HYPER,10,9.3
20084-7-0,"examination leave",ANOTHER,11,11.4
20085-5-0,"朧",HYPER,7,7.0
20085-7-0,"朧",ANOTHER,10,10.2
20085-9-0,"朧",LEGGENDARIA,11,11.4
20086-5-0,VALLIS-NERIA,HYPER,10,10.2
20086-7-0,VALLIS-NERIA,ANOTHER,11,12.0
20087-5-0,"シュレーディンガーの猫",HYPER,10,10.5
20087-7-0,"シュレーディンガーの猫",ANOTHER,12,12.3
20088-5-0,Valanga,HYPER,10,10.5
20088-7-0,Valanga,ANOTHER,12,12.4
20089-5-0,Zirkfied,HYPER,10,10.2
20089-7-0,Zirkfied,ANOTHER,12,12.4
21001-5-0,Adularia,HYPER,10,10.5
21001-7-0,Adularia,ANOTHER,12,12.2
21002-5-0,"ALBA -黎明-",HYPER,8,8.0
21002-7-0,"ALBA -黎明-",ANOTHER,11,11.6
21003-5-0,"Atröpøs",HYPER,9,9.3
21003-7-0,"Atröpøs",ANOTHER,11,12.0
21004-5-0,"Critical Crystal",HYPER,9,9.0
21004-7-0,"Critical Crystal",ANOTHER,11,11.6
21005-5-0,"DARK LEGACY",HYPER,9,9.0
21005-7-0,"DARK LEGACY",ANOTHER,12,12.3
21006-5-0,"Devilz Sacrifice -贖罪の羊-",HYPER,9,9.0
21006-7-0,"Devilz Sacrifice -贖罪の羊-",ANOTHER,11,11.4
21007-5-0,diagram,HYPER,7,6.5
21007-7-0,diagram,ANOTHER,11,11.4
21008-5-0,"Elektrick U-Phoria",HYPER,8,8.5
21008-7-0,"Elektrick U-Phoria",ANOTHER,12,12.0
21008-9-0,"Elektrick U-Phoria",LEGGENDARIA,12,12.6
21009-7-0,"Element of SPADA",ANOTHER,9,9.6
21009-9-0,"Element of SPADA",LEGGENDARIA,11,11.2
21010-5-0,esrev:eR,HYPER,8,8.5
21010-7-0,esrev:eR,ANOTHER,9,10.0
21011-5-0,"EXTREME MACH COLLIDER",HYPER,9,9.0
21011-7-0,"EXTREME MACH COLLIDER",ANOTHER,10,10.5
21012-5-0,"Funny shuffle",HYPER,7,7.5
21012-7-0,"Funny shuffle",ANOTHER,11,12.0
21013-5-0,"Give Me Your Love",HYPER,7,7.5
21013-7-0,"Give Me Your Love",ANOTHER,10,10.5
21014-5-0,"Insane Techniques",HYPER,8,8.0
21014-7-0,"Insane Techniques",ANOTHER,10,10.7
21015-5-0,INSOMNIA,HYPER,8,9.0
21015-7-0,INSOMNIA,ANOTHER,12,12.2
21016-5-0,"LA FESTA LA VITA!!",HYPER,9,9.0
21016-7-0,"LA FESTA LA VITA!!",ANOTHER,11,11.4
21017-5-0,"Lighting Shower",HYPER,7,8.0
21017-7-0,"Lighting Shower",ANOTHER,11,11.6
21018-5-0,"m1dy Deluxe",HYPER,9,9.3
21018-7-0,"m1dy Deluxe",ANOTHER,11,11.4
21019-7-0,"MAD ATTACK",ANOTHER,10,10.0
21019-9-0,"MAD ATTACK",LEGGENDARIA,11,11.6
21020-5-0,"MAGIC & LOVE",HYPER,8,7.0
21020-7-0,"MAGIC & LOVE",ANOTHER,11,11.6
21021-5-0,"Miracle 5ympho X",HYPER,9,9.3
21021-7-0,"Miracle 5ympho X",ANOTHER,11,11.4
21021-9-0,"Miracle 5ympho X",LEGGENDARIA,12,12.3
21022-5-0,"NPC World",HYPER,9,9.3
21022-7-0,"NPC World",ANOTHER,10,10.5
21023-5-0,Odin,HYPER,7,7.5
21023-7-0,Odin,ANOTHER,10,10.5
21024-5-0,"Overload Frontier",HYPER,9,9.0
21024-7-0,"Overload Frontier",ANOTHER,11,11.0
21025-5-0,"rainbow guitar weeps",HYPER,9,9.6
21025-7-0,"rainbow guitar weeps",ANOTHER,12,12.1
21026-5-0,RISE,HYPER,8,8.0
21026-7-0,RISE,ANOTHER,10,10.7
21027-5-0,Valgus,HYPER,7,7.0
21027-7-0,Valgus,ANOTHER,11,11.2
21028-5-0,"WOBBLE IMPACT",HYPER,8,8.5
21028-7-0,"WOBBLE IMPACT",ANOTHER,11,11.4
21029-5-0,"Wonder Girl feat. Kanae Asaba",HYPER,7,7.0
21029-7-0,"Wonder Girl feat. Kanae Asaba",ANOTHER,10,10.7
21030-5-0,"罪と罰",HYPER,8,8.5
21030-7-0,"罪と罰",ANOTHER,10,10.7
21031-5-0,"旋律のドグマ ～Misérables～",HYPER,10,10.2
21031-7-0,"旋律のドグマ ～Misérables～",ANOTHER,12,12.4
21032-5-0,"超!!遠距離らぶメ～ル",HYPER,7,7.5
21032-7-0,"超!!遠距離らぶメ～ル",ANOTHER,11,11.2
21033-5-0,"廿",HYPER,8,8.5
21033-7-0,"廿",ANOTHER,10,10.2
21033-9-0,"廿",LEGGENDARIA,12,12.4
21034-5-0,"牧神笛吹きて",HYPER,8,9.3
21034-7-0,"牧神笛吹きて",ANOTHER,11,10.7
21035-5-0,"Close the World feat.a☆ru",HYPER,9,9.3
21035-7-0,"Close the World feat.a☆ru",ANOTHER,12,12.1
21035-9-0,"Close the World feat.a☆ru",LEGGENDARIA,12,12.4
21036-5-0,"Stella Sinistra",HYPER,9,8.5
21036-7-0,"Stella Sinistra",ANOTHER,12,12.0
21037-5-0,"マインド・ゲーム",HYPER,8,8.5
21037-7-0,"マインド・ゲーム",ANOTHER,10,10.2
21038-5-0,PUNISHER,HYPER,9,9.3
21038-7-0,PUNISHER,ANOTHER,12,12.2
21039-5-0,HYENA,HYPER,8,8.5
21039-7-0,HYENA,ANOTHER,11,11.8
21040-5-0,"お願いアインシュタイン",HYPER,8,8.0
21040-7-0,"お願いアインシュタイン",ANOTHER,10,10.2
21041-5-0,Pharaoh,HYPER,8,8.0
21041-7-0,Pharaoh,ANOTHER,9,9.3
21042-5-0,"ra'am",HYPER,10,10.7
21042-7-0,"ra'am",ANOTHER,12,12.5
21043-5-0,Sigmund,HYPER,10,11.0
21043-7-0,Sigmund,ANOTHER,12,12.6
21043-9-0,Sigmund,LEGGENDARIA,12,12.7
21044-5-0,"デッドボヲルdeホームラン",HYPER,9,9.3
21044-7-0,"デッドボヲルdeホームラン",ANOTHER,11,11.8
21045-5-0,Squeeze,HYPER,8,8.5
21045-7-0,Squeeze,ANOTHER,11,11.4
21046-5-0,"野球の遊び方 そしてその歴史 ～決定版～",HYPER,7,7.5
21046-7-0,"野球の遊び方 そしてその歴史 ～決定版～",ANOTHER,10,10.5
21047-5-0,"轟け！恋のビーンボール！！",HYPER,10,10.2
21047-7-0,"轟け！恋のビーンボール！！",ANOTHER,12,12.2
21048-5-0,"Engraved Mark",HYPER,8,8.5
21048-7-0,"Engraved Mark",ANOTHER,11,11.2
21049-5-0,IX,HYPER,11,11.2
21049-7-0,IX,ANOTHER,12,12.6
21050-5-0,"NEMESIS -gratitude remix- IIDX Edition",HYPER,10,10.5
21050-7-0,"NEMESIS -gratitude remix- IIDX Edition",ANOTHER,11,11.6
21051-5-0,"Votum stellarum -Hommarju Remix-",HYPER,9,9.6
21051-7-0,"Votum stellarum -Hommarju Remix-",ANOTHER,12,12.1
21052-5-0,"Dark Fall",HYPER,9,9.0
21052-7-0,"Dark Fall",ANOTHER,11,11.4
21053-5-0,"BLUE DRAGON(雷龍Remix IIDX)",HYPER,10,10.2
21053-7-0,"BLUE DRAGON(雷龍Remix IIDX)",ANOTHER,11,10.7
21053-9-0,"BLUE DRAGON(雷龍Remix IIDX)",LEGGENDARIA,12,12.2
21054-5-0,Hypersonik,HYPER,8,8.0
21054-7-0,Hypersonik,ANOTHER,11,10.7
21055-5-0,"refractive index",HYPER,7,7.0
21055-7-0,"refractive index",ANOTHER,11,11.2
21056-5-0,"Last Dance",HYPER,10,10.5
21056-7-0,"Last Dance",ANOTHER,12,12.3
21057-5-0,"Ancient Scapes",HYPER,10,10.5
21057-7-0,"Ancient Scapes",ANOTHER,12,12.3
21057-9-0,"Ancient Scapes",LEGGENDARIA,12,12.5
21058-5-0,invoker,HYPER,10,10.2
21058-7-0,invoker,ANOTHER,12,12.3
21058-9-0,invoker,LEGGENDARIA,12,12.4
21059-5-0,"ÆTHER",HYPER,8,8.0
21059-7-0,"ÆTHER",ANOTHER,11,11.0
21059-9-0,"ÆTHER",LEGGENDARIA,12,12.1
21060-5-0,"アルストロメリア",HYPER,8,8.0
21060-7-0,"アルストロメリア",ANOTHER,10,10.7
21061-5-0,"Smug Face -どうだ、オレの生き様は- (ONLY ONE EDITION)",HYPER,9,9.3
21061-7-0,"Smug Face -どうだ、オレの生き様は- (ONLY ONE EDITION)",ANOTHER,11,11.6
21062-5-0,"I will be back -オレは帰ってきた-",HYPER,10,10.2
21062-7-0,"I will be back -オレは帰ってきた-",ANOTHER,12,12.2
21063-5-0,"Feel The Beat",HYPER,9,9.0
21063-7-0,"Feel The Beat",ANOTHER,11,11.4
21063-9-0,"Feel The Beat",LEGGENDARIA,12,12.2
21068-5-0,"死神自爆中二妹アイドルももかりん (1歳)",HYPER,8,8.0
21068-7-0,"死神自爆中二妹アイドルももかりん (1歳)",ANOTHER,11,11.4
21069-5-0,"All is Wrecked",HYPER,8,8.0
21069-7-0,"All is Wrecked",ANOTHER,12,12.3
21070-5-0,"Shattered control",HYPER,8,8.0
21070-7-0,"Shattered control",ANOTHER,10,10.7
21071-5-0,"into the battlefield",HYPER,7,7.0
21071-7-0,"into the battlefield",ANOTHER,10,10.2
21072-5-0,"BRAVE OUT",HYPER,9,9.0
21072-7-0,"BRAVE OUT",ANOTHER,11,11.2
21073-5-0,Immortal,HYPER,10,9.6
21073-7-0,Immortal,ANOTHER,12,12.3
21074-5-0,M.D.Injection,HYPER,8,8.0
21074-7-0,M.D.Injection,ANOTHER,11,11.2
21075-5-0,"煉獄のエルフェリア",HYPER,10,10.5
21075-7-0,"煉獄のエルフェリア",ANOTHER,12,12.5
21076-5-0,"疾風迅雷",HYPER,10,10.5
21076-7-0,"疾風迅雷",ANOTHER,12,12.4
21076-9-0,"疾風迅雷",LEGGENDARIA,12,12.6
21077-5-0,Verflucht,HYPER,10,10.2
21077-7-0,Verflucht,ANOTHER,12,12.4
21077-9-0,Verflucht,LEGGENDARIA,12,12.6
21078-5-0,"幻想系世界修復少女",HYPER,7,7.5
21078-7-0,"幻想系世界修復少女",ANOTHER,11,10.7
21079-5-0,"バンブーソード・ガール",HYPER,10,9.6
21079-7-0,"バンブーソード・ガール",ANOTHER,12,12.3
21080-5-0,Idola,HYPER,10,10.2
21080-7-0,Idola,ANOTHER,12,12.4
21081-5-0,"SCHWARZSCHILD FIELD",HYPER,9,8.0
21081-7-0,"SCHWARZSCHILD FIELD",ANOTHER,11,11.2
21082-5-0,"KAISER PHOENIX",HYPER,10,11.0
21082-7-0,"KAISER PHOENIX",ANOTHER,11,11.8
21082-9-0,"KAISER PHOENIX",LEGGENDARIA,12,12.7
21083-5-0,"海神",HYPER,10,10.2
21083-7-0,"海神",ANOTHER,12,12.3
21083-9-0,"海神",LEGGENDARIA,12,12.0
21084-5-0,Cleopatrysm,HYPER,9,7.5
21084-7-0,Cleopatrysm,ANOTHER,11,11.6
21085-5-0,"御千手メディテーション",HYPER,9,9.0
21085-7-0,"御千手メディテーション",ANOTHER,11,11.6
21086-5-0,"KHAMEN BREAK",HYPER,8,7.5
21086-7-0,"KHAMEN BREAK",ANOTHER,10,10.0
22001-5-0,"AFRO KNUCKLE",HYPER,9,9.0
22001-7-0,"AFRO KNUCKLE",ANOTHER,11,11.0
22002-5-0,Amnolys,HYPER,9,9.0
22002-7-0,Amnolys,ANOTHER,11,11.0
22003-5-0,"Beat Radiance",HYPER,8,8.0
22003-7-0,"Beat Radiance",ANOTHER,10,10.5
22003-9-0,"Beat Radiance",LEGGENDARIA,12,12.3
22004-5-0,"Blaze it UP!",HYPER,8,8.5
22004-7-0,"Blaze it UP!",ANOTHER,11,11.4
22005-7-0,"Don't Stop The Music feat.森高千里",ANOTHER,9,8.5
22006-5-0,"Erosion Mark",HYPER,8,8.5
22006-7-0,"Erosion Mark",ANOTHER,11,10.7
